,SØK PÅ ADRESSE: tast ctrl + F,,,28.09 DENNE LISTEN BLIR OPPDATERT! GJELDER LERKENDAL BYDEL! Her er et kart du kan se hvordan byen er inndelt :  https://kart.trondheim.kommune.no/map/helse_oms/#10/63.3610/10.5386/topo_graa-helsestasjonsone-bydel,
gatenr,Gatenavn,husnr,bokstav,Helsestasjonstilhørighet,"Alle husnummer tilknyttet
 samme helsestasjon?"
1184,Breidablikveien,92,,Byåsen,nei
1184,Breidablikveien,94,,Byåsen,nei
1184,Breidablikveien,96,,Byåsen,nei
1184,Breidablikveien,98,,Byåsen,nei
1185,Breisynvegen,,,Sentrum,ja
1121,Breiullvegen,,,Klæbu,ja
9308,Breivikvegen,,,Nidarvoll,ja
1115,Brennavegen,,,Klæbu,ja
1186,Brian Smiths gate,,,Falkenborg,ja
1187,Brinken,,,Falkenborg,ja
1188,Brit Grytbaks veg,,,Blussuvoll,ja
1189,Brodals gate,,,Falkenborg,ja
1191,Broddes veg,,,Byåsen,ja
1192,Broder Knudtzons vei,,,Sentrum,ja
1193,Brodtkorbs vei,,,Sentrum,ja
1194,Bromstadbuen,,,Blussuvoll,ja
1197,Bromstadekra,1,,Falkenborg,nei
1197,Bromstadekra,10,A,Falkenborg,nei
1197,Bromstadekra,10,B,Falkenborg,nei
1197,Bromstadekra,10,C,Falkenborg,nei
1197,Bromstadekra,10,D,Falkenborg,nei
1197,Bromstadekra,10,E,Falkenborg,nei
1197,Bromstadekra,10,F,Falkenborg,nei
1197,Bromstadekra,100,,Falkenborg,nei
1197,Bromstadekra,102,,Falkenborg,nei
1197,Bromstadekra,104,,Falkenborg,nei
1197,Bromstadekra,106,,Falkenborg,nei
1197,Bromstadekra,108,,Falkenborg,nei
1197,Bromstadekra,11,A,Falkenborg,nei
1197,Bromstadekra,11,B,Falkenborg,nei
1197,Bromstadekra,11,C,Falkenborg,nei
1197,Bromstadekra,110,,Falkenborg,nei
1197,Bromstadekra,112,,Falkenborg,nei
1197,Bromstadekra,114,,Falkenborg,nei
1197,Bromstadekra,116,,Falkenborg,nei
1197,Bromstadekra,118,,Falkenborg,nei
1197,Bromstadekra,12,A,Falkenborg,nei
1197,Bromstadekra,12,B,Falkenborg,nei
1197,Bromstadekra,12,C,Falkenborg,nei
1197,Bromstadekra,12,D,Falkenborg,nei
1197,Bromstadekra,12,E,Falkenborg,nei
1197,Bromstadekra,12,F,Falkenborg,nei
1197,Bromstadekra,12,G,Falkenborg,nei
1197,Bromstadekra,12,H,Falkenborg,nei
1197,Bromstadekra,12,J,Falkenborg,nei
1197,Bromstadekra,12,K,Falkenborg,nei
1197,Bromstadekra,120,,Falkenborg,nei
1197,Bromstadekra,122,,Falkenborg,nei
1197,Bromstadekra,124,,Falkenborg,nei
1197,Bromstadekra,126,,Falkenborg,nei
1197,Bromstadekra,128,,Falkenborg,nei
1197,Bromstadekra,13,A,Falkenborg,nei
1197,Bromstadekra,13,B,Falkenborg,nei
1197,Bromstadekra,13,C,Falkenborg,nei
1197,Bromstadekra,13,D,Falkenborg,nei
1197,Bromstadekra,130,,Falkenborg,nei
1197,Bromstadekra,132,A,Falkenborg,nei
1197,Bromstadekra,132,B,Falkenborg,nei
1197,Bromstadekra,134,,Falkenborg,nei
1197,Bromstadekra,136,,Falkenborg,nei
1197,Bromstadekra,138,A,Falkenborg,nei
1197,Bromstadekra,138,B,Falkenborg,nei
1197,Bromstadekra,138,C,Falkenborg,nei
1197,Bromstadekra,14,A,Falkenborg,nei
1197,Bromstadekra,14,B,Falkenborg,nei
1197,Bromstadekra,14,C,Falkenborg,nei
1197,Bromstadekra,14,D,Falkenborg,nei
1197,Bromstadekra,14,E,Falkenborg,nei
1197,Bromstadekra,14,F,Falkenborg,nei
1197,Bromstadekra,14,G,Falkenborg,nei
1197,Bromstadekra,14,H,Falkenborg,nei
1197,Bromstadekra,140,,Blussuvoll,nei
1197,Bromstadekra,142,,Falkenborg,nei
1197,Bromstadekra,144,,Falkenborg,nei
1197,Bromstadekra,146,,Falkenborg,nei
1197,Bromstadekra,15,A,Falkenborg,nei
1197,Bromstadekra,15,B,Falkenborg,nei
1197,Bromstadekra,15,C,Falkenborg,nei
1197,Bromstadekra,150,A,Blussuvoll,nei
1197,Bromstadekra,150,B,Blussuvoll,nei
1197,Bromstadekra,150,C,Blussuvoll,nei
1197,Bromstadekra,150,D,Blussuvoll,nei
1197,Bromstadekra,16,,Falkenborg,nei
1197,Bromstadekra,17,A,Falkenborg,nei
1197,Bromstadekra,17,B,Falkenborg,nei
1197,Bromstadekra,17,C,Falkenborg,nei
1197,Bromstadekra,18,A,Falkenborg,nei
1197,Bromstadekra,18,B,Falkenborg,nei
1197,Bromstadekra,18,C,Falkenborg,nei
1197,Bromstadekra,18,D,Falkenborg,nei
1197,Bromstadekra,18,E,Falkenborg,nei
1197,Bromstadekra,18,F,Falkenborg,nei
1197,Bromstadekra,19,A,Falkenborg,nei
1197,Bromstadekra,19,B,Falkenborg,nei
1197,Bromstadekra,19,C,Falkenborg,nei
1197,Bromstadekra,2,,Falkenborg,nei
1197,Bromstadekra,20,,Falkenborg,nei
1197,Bromstadekra,21,A,Falkenborg,nei
1197,Bromstadekra,21,B,Falkenborg,nei
1197,Bromstadekra,21,C,Falkenborg,nei
1197,Bromstadekra,21,D,Falkenborg,nei
1197,Bromstadekra,22,,Falkenborg,nei
1197,Bromstadekra,23,A,Falkenborg,nei
1197,Bromstadekra,23,B,Falkenborg,nei
1197,Bromstadekra,23,C,Falkenborg,nei
1197,Bromstadekra,23,D,Falkenborg,nei
1197,Bromstadekra,24,,Falkenborg,nei
1197,Bromstadekra,25,A,Falkenborg,nei
1197,Bromstadekra,25,B,Falkenborg,nei
1197,Bromstadekra,25,C,Falkenborg,nei
1197,Bromstadekra,26,,Falkenborg,nei
1197,Bromstadekra,27,A,Falkenborg,nei
1197,Bromstadekra,27,B,Falkenborg,nei
1197,Bromstadekra,27,C,Falkenborg,nei
1197,Bromstadekra,28,,Falkenborg,nei
1197,Bromstadekra,29,A,Falkenborg,nei
1197,Bromstadekra,29,B,Falkenborg,nei
1197,Bromstadekra,29,C,Falkenborg,nei
1197,Bromstadekra,29,D,Falkenborg,nei
1197,Bromstadekra,3,,Falkenborg,nei
1197,Bromstadekra,3,B,Falkenborg,nei
1197,Bromstadekra,30,,Falkenborg,nei
1197,Bromstadekra,31,A,Falkenborg,nei
1197,Bromstadekra,31,B,Falkenborg,nei
1197,Bromstadekra,32,,Falkenborg,nei
1197,Bromstadekra,33,A,Falkenborg,nei
1197,Bromstadekra,33,B,Falkenborg,nei
1197,Bromstadekra,33,C,Falkenborg,nei
1197,Bromstadekra,33,D,Falkenborg,nei
1197,Bromstadekra,33,E,Falkenborg,nei
1197,Bromstadekra,34,,Falkenborg,nei
1197,Bromstadekra,35,A,Falkenborg,nei
1197,Bromstadekra,35,B,Falkenborg,nei
1197,Bromstadekra,35,C,Falkenborg,nei
1197,Bromstadekra,36,,Falkenborg,nei
1197,Bromstadekra,37,A,Falkenborg,nei
1197,Bromstadekra,37,B,Falkenborg,nei
1197,Bromstadekra,37,C,Falkenborg,nei
1197,Bromstadekra,37,D,Falkenborg,nei
1197,Bromstadekra,37,E,Falkenborg,nei
1197,Bromstadekra,38,,Falkenborg,nei
1197,Bromstadekra,39,A,Falkenborg,nei
1197,Bromstadekra,39,B,Falkenborg,nei
1197,Bromstadekra,39,C,Falkenborg,nei
1197,Bromstadekra,39,D,Falkenborg,nei
1197,Bromstadekra,4,,Falkenborg,nei
1197,Bromstadekra,40,,Falkenborg,nei
1197,Bromstadekra,41,A,Falkenborg,nei
1197,Bromstadekra,41,B,Falkenborg,nei
1197,Bromstadekra,41,C,Falkenborg,nei
1197,Bromstadekra,41,D,Falkenborg,nei
1197,Bromstadekra,41,E,Falkenborg,nei
1197,Bromstadekra,42,,Falkenborg,nei
1197,Bromstadekra,43,A,Falkenborg,nei
1197,Bromstadekra,43,B,Falkenborg,nei
1197,Bromstadekra,43,C,Falkenborg,nei
1197,Bromstadekra,44,,Falkenborg,nei
1197,Bromstadekra,45,A,Falkenborg,nei
1197,Bromstadekra,45,B,Falkenborg,nei
1197,Bromstadekra,45,C,Falkenborg,nei
1197,Bromstadekra,45,D,Falkenborg,nei
1197,Bromstadekra,46,,Falkenborg,nei
1197,Bromstadekra,48,,Falkenborg,nei
1197,Bromstadekra,50,,Falkenborg,nei
1197,Bromstadekra,52,,Falkenborg,nei
1197,Bromstadekra,54,,Falkenborg,nei
1197,Bromstadekra,56,,Falkenborg,nei
1197,Bromstadekra,58,,Falkenborg,nei
1197,Bromstadekra,60,,Falkenborg,nei
1197,Bromstadekra,62,,Falkenborg,nei
1197,Bromstadekra,64,,Falkenborg,nei
1197,Bromstadekra,66,A,Falkenborg,nei
1197,Bromstadekra,66,B,Falkenborg,nei
1197,Bromstadekra,66,C,Falkenborg,nei
1197,Bromstadekra,74,,Falkenborg,nei
1197,Bromstadekra,76,,Falkenborg,nei
1197,Bromstadekra,78,,Falkenborg,nei
1197,Bromstadekra,8,,Falkenborg,nei
1197,Bromstadekra,80,,Falkenborg,nei
1197,Bromstadekra,82,,Falkenborg,nei
1197,Bromstadekra,84,,Falkenborg,nei
1197,Bromstadekra,86,,Falkenborg,nei
1197,Bromstadekra,88,,Falkenborg,nei
1197,Bromstadekra,90,,Falkenborg,nei
1197,Bromstadekra,92,,Falkenborg,nei
1197,Bromstadekra,94,,Falkenborg,nei
1197,Bromstadekra,96,,Falkenborg,nei
1197,Bromstadekra,98,,Falkenborg,nei
1408,Bromstadtrøa,,,Klæbu,ja
8726,Bromstadvegen,,,Falkenborg,ja
1199,Brubakken,,,Falkenborg,ja
1201,Brudalsvegen,,,Saupstad,ja
1203,Brukseier Olsens vei,,,Sentrum,ja
8727,Brundalen,,,Falkenborg,ja
8728,Brundalsgrenda,,,Falkenborg,ja
1206,Brushanevegen,,,Saupstad,ja
1120,Brynjevegen,,,Klæbu,ja
1010,Bryns vei,,,Sentrum,ja
9218,Brågeilan,,,Saupstad,ja
1042,Bråmyra,,,Saupstad,ja
1020,Brænnes veg,,,Byåsen,ja
1025,Brøsetdalen,,,Falkenborg,ja
1066,Brøsetflata,,,Blussuvoll,ja
1030,Brøsetvegen,10,,Falkenborg,nei
1030,Brøsetvegen,100,,Blussuvoll,nei
1030,Brøsetvegen,101,,Blussuvoll,nei
1030,Brøsetvegen,101,B,Blussuvoll,nei
1030,Brøsetvegen,102,,Blussuvoll,nei
1030,Brøsetvegen,103,,Blussuvoll,nei
1030,Brøsetvegen,103,A,Blussuvoll,nei
1030,Brøsetvegen,103,B,Blussuvoll,nei
1030,Brøsetvegen,104,,Blussuvoll,nei
1030,Brøsetvegen,105,,Blussuvoll,nei
1030,Brøsetvegen,106,,Blussuvoll,nei
1030,Brøsetvegen,107,,Blussuvoll,nei
1030,Brøsetvegen,107,B,Blussuvoll,nei
1030,Brøsetvegen,107,C,Blussuvoll,nei
1030,Brøsetvegen,108,,Blussuvoll,nei
1030,Brøsetvegen,109,,Blussuvoll,nei
1030,Brøsetvegen,11,A,Falkenborg,nei
1030,Brøsetvegen,11,B,Falkenborg,nei
1030,Brøsetvegen,110,A,Blussuvoll,nei
1030,Brøsetvegen,110,B,Blussuvoll,nei
1030,Brøsetvegen,111,,Blussuvoll,nei
1030,Brøsetvegen,111,B,Blussuvoll,nei
1030,Brøsetvegen,111,C,Blussuvoll,nei
1030,Brøsetvegen,112,A,Blussuvoll,nei
1030,Brøsetvegen,112,B,Blussuvoll,nei
1030,Brøsetvegen,113,,Blussuvoll,nei
1030,Brøsetvegen,115,,Blussuvoll,nei
1030,Brøsetvegen,117,A,Blussuvoll,nei
1030,Brøsetvegen,117,B,Blussuvoll,nei
1030,Brøsetvegen,117,C,Blussuvoll,nei
1030,Brøsetvegen,119,A,Blussuvoll,nei
1030,Brøsetvegen,119,B,Blussuvoll,nei
1030,Brøsetvegen,119,C,Blussuvoll,nei
1030,Brøsetvegen,119,D,Blussuvoll,nei
1030,Brøsetvegen,119,E,Blussuvoll,nei
1030,Brøsetvegen,119,F,Blussuvoll,nei
1030,Brøsetvegen,12,A,Falkenborg,nei
1030,Brøsetvegen,12,B,Falkenborg,nei
1030,Brøsetvegen,12,C,Falkenborg,nei
1030,Brøsetvegen,12,D,Falkenborg,nei
1030,Brøsetvegen,12,E,Falkenborg,nei
1030,Brøsetvegen,121,,Blussuvoll,nei
1030,Brøsetvegen,129,,Blussuvoll,nei
1030,Brøsetvegen,129,A,Blussuvoll,nei
1030,Brøsetvegen,13,,Falkenborg,nei
1030,Brøsetvegen,131,A,Blussuvoll,nei
1030,Brøsetvegen,131,B,Blussuvoll,nei
1030,Brøsetvegen,133,,Blussuvoll,nei
1030,Brøsetvegen,133,B,Blussuvoll,nei
1030,Brøsetvegen,135,A,Blussuvoll,nei
1030,Brøsetvegen,135,B,Blussuvoll,nei
1030,Brøsetvegen,139,A,Blussuvoll,nei
1030,Brøsetvegen,139,B,Blussuvoll,nei
1030,Brøsetvegen,14,A,Falkenborg,nei
1030,Brøsetvegen,14,B,Falkenborg,nei
1030,Brøsetvegen,14,C,Falkenborg,nei
1030,Brøsetvegen,14,D,Falkenborg,nei
1030,Brøsetvegen,141,A,Blussuvoll,nei
1030,Brøsetvegen,141,B,Blussuvoll,nei
1030,Brøsetvegen,143,,Blussuvoll,nei
1030,Brøsetvegen,145,A,Blussuvoll,nei
1030,Brøsetvegen,145,B,Blussuvoll,nei
1030,Brøsetvegen,145,C,Blussuvoll,nei
1030,Brøsetvegen,145,D,Blussuvoll,nei
1030,Brøsetvegen,145,E,Blussuvoll,nei
1030,Brøsetvegen,145,F,Blussuvoll,nei
1030,Brøsetvegen,145,G,Blussuvoll,nei
1030,Brøsetvegen,147,A,Blussuvoll,nei
1030,Brøsetvegen,147,B,Blussuvoll,nei
1030,Brøsetvegen,147,C,Blussuvoll,nei
1030,Brøsetvegen,149,,Blussuvoll,nei
1030,Brøsetvegen,15,,Falkenborg,nei
1030,Brøsetvegen,150,A,Blussuvoll,nei
1030,Brøsetvegen,150,B,Blussuvoll,nei
1030,Brøsetvegen,151,,Blussuvoll,nei
1030,Brøsetvegen,152,,Blussuvoll,nei
1030,Brøsetvegen,152,A,Blussuvoll,nei
1030,Brøsetvegen,153,,Blussuvoll,nei
1030,Brøsetvegen,154,,Blussuvoll,nei
1030,Brøsetvegen,155,,Blussuvoll,nei
1030,Brøsetvegen,156,,Blussuvoll,nei
1030,Brøsetvegen,157,,Blussuvoll,nei
1030,Brøsetvegen,158,,Blussuvoll,nei
1030,Brøsetvegen,159,A,Blussuvoll,nei
1030,Brøsetvegen,159,B,Blussuvoll,nei
1030,Brøsetvegen,16,A,Falkenborg,nei
1030,Brøsetvegen,16,B,Falkenborg,nei
1030,Brøsetvegen,16,C,Falkenborg,nei
1030,Brøsetvegen,16,D,Falkenborg,nei
1030,Brøsetvegen,160,A,Blussuvoll,nei
1030,Brøsetvegen,160,B,Blussuvoll,nei
1030,Brøsetvegen,161,A,Blussuvoll,nei
1030,Brøsetvegen,161,B,Blussuvoll,nei
1030,Brøsetvegen,162,A,Blussuvoll,nei
1030,Brøsetvegen,162,B,Blussuvoll,nei
1030,Brøsetvegen,162,C,Blussuvoll,nei
1030,Brøsetvegen,162,D,Blussuvoll,nei
1030,Brøsetvegen,162,E,Blussuvoll,nei
1030,Brøsetvegen,162,F,Blussuvoll,nei
1030,Brøsetvegen,162,G,Blussuvoll,nei
1030,Brøsetvegen,163,,Blussuvoll,nei
1030,Brøsetvegen,164,A,Blussuvoll,nei
1030,Brøsetvegen,164,B,Blussuvoll,nei
1030,Brøsetvegen,164,C,Blussuvoll,nei
1030,Brøsetvegen,164,D,Blussuvoll,nei
1030,Brøsetvegen,164,E,Blussuvoll,nei
1030,Brøsetvegen,164,F,Blussuvoll,nei
1030,Brøsetvegen,164,G,Blussuvoll,nei
1030,Brøsetvegen,165,,Blussuvoll,nei
1030,Brøsetvegen,167,,Blussuvoll,nei
1030,Brøsetvegen,168,,Blussuvoll,nei
1030,Brøsetvegen,169,,Blussuvoll,nei
1030,Brøsetvegen,17,A,Falkenborg,nei
1030,Brøsetvegen,17,B,Falkenborg,nei
1030,Brøsetvegen,171,,Blussuvoll,nei
1030,Brøsetvegen,172,,Blussuvoll,nei
1030,Brøsetvegen,173,,Blussuvoll,nei
1030,Brøsetvegen,174,,Blussuvoll,nei
1030,Brøsetvegen,175,A,Blussuvoll,nei
1030,Brøsetvegen,175,B,Blussuvoll,nei
1030,Brøsetvegen,175,C,Blussuvoll,nei
1030,Brøsetvegen,175,D,Blussuvoll,nei
1030,Brøsetvegen,175,E,Blussuvoll,nei
1030,Brøsetvegen,175,F,Blussuvoll,nei
1030,Brøsetvegen,176,,Blussuvoll,nei
1030,Brøsetvegen,177,,Blussuvoll,nei
1030,Brøsetvegen,18,A,Falkenborg,nei
1030,Brøsetvegen,18,B,Falkenborg,nei
1030,Brøsetvegen,18,C,Falkenborg,nei
1030,Brøsetvegen,18,D,Falkenborg,nei
1030,Brøsetvegen,180,,Blussuvoll,nei
1030,Brøsetvegen,180,B,Blussuvoll,nei
1030,Brøsetvegen,182,,Blussuvoll,nei
1030,Brøsetvegen,182,B,Blussuvoll,nei
1030,Brøsetvegen,184,,Blussuvoll,nei
1030,Brøsetvegen,184,B,Blussuvoll,nei
1030,Brøsetvegen,186,A,Blussuvoll,nei
1030,Brøsetvegen,186,B,Blussuvoll,nei
1030,Brøsetvegen,188,,Blussuvoll,nei
1030,Brøsetvegen,19,,Falkenborg,nei
1030,Brøsetvegen,2,A,Falkenborg,nei
1030,Brøsetvegen,2,B,Falkenborg,nei
1030,Brøsetvegen,20,A,Falkenborg,nei
1030,Brøsetvegen,20,B,Falkenborg,nei
1030,Brøsetvegen,20,C,Falkenborg,nei
1030,Brøsetvegen,20,D,Falkenborg,nei
1030,Brøsetvegen,21,,Falkenborg,nei
1030,Brøsetvegen,21,A,Falkenborg,nei
1030,Brøsetvegen,22,A,Falkenborg,nei
1030,Brøsetvegen,22,B,Falkenborg,nei
1030,Brøsetvegen,22,C,Falkenborg,nei
1030,Brøsetvegen,22,D,Falkenborg,nei
1030,Brøsetvegen,22,E,Falkenborg,nei
1030,Brøsetvegen,22,F,Falkenborg,nei
1030,Brøsetvegen,23,,Falkenborg,nei
1030,Brøsetvegen,23,B,Falkenborg,nei
1030,Brøsetvegen,24,,Falkenborg,nei
1030,Brøsetvegen,25,,Falkenborg,nei
1030,Brøsetvegen,26,A,Falkenborg,nei
1030,Brøsetvegen,26,B,Falkenborg,nei
1030,Brøsetvegen,27,,Falkenborg,nei
1030,Brøsetvegen,28,A,Falkenborg,nei
1030,Brøsetvegen,28,B,Falkenborg,nei
1030,Brøsetvegen,28,C,Falkenborg,nei
1030,Brøsetvegen,28,D,Falkenborg,nei
1030,Brøsetvegen,28,E,Falkenborg,nei
1030,Brøsetvegen,31,A,Falkenborg,nei
1030,Brøsetvegen,31,B,Falkenborg,nei
1030,Brøsetvegen,32,A,Falkenborg,nei
1030,Brøsetvegen,32,B,Falkenborg,nei
1030,Brøsetvegen,33,A,Falkenborg,nei
1030,Brøsetvegen,33,B,Falkenborg,nei
1030,Brøsetvegen,34,A,Falkenborg,nei
1030,Brøsetvegen,34,B,Falkenborg,nei
1030,Brøsetvegen,35,,Falkenborg,nei
1030,Brøsetvegen,36,A,Falkenborg,nei
1030,Brøsetvegen,36,B,Falkenborg,nei
1030,Brøsetvegen,36,C,Falkenborg,nei
1030,Brøsetvegen,37,,Falkenborg,nei
1030,Brøsetvegen,38,A,Falkenborg,nei
1030,Brøsetvegen,38,B,Falkenborg,nei
1030,Brøsetvegen,38,C,Falkenborg,nei
1030,Brøsetvegen,38,D,Falkenborg,nei
1030,Brøsetvegen,39,,Falkenborg,nei
1030,Brøsetvegen,39,A,Falkenborg,nei
1030,Brøsetvegen,4,A,Falkenborg,nei
1030,Brøsetvegen,4,B,Falkenborg,nei
1030,Brøsetvegen,4,C,Falkenborg,nei
1030,Brøsetvegen,4,D,Falkenborg,nei
1030,Brøsetvegen,40,A,Falkenborg,nei
1030,Brøsetvegen,40,B,Falkenborg,nei
1030,Brøsetvegen,40,C,Falkenborg,nei
1030,Brøsetvegen,40,D,Falkenborg,nei
1030,Brøsetvegen,40,E,Falkenborg,nei
1030,Brøsetvegen,40,F,Falkenborg,nei
1030,Brøsetvegen,40,G,Falkenborg,nei
1030,Brøsetvegen,40,H,Falkenborg,nei
1030,Brøsetvegen,41,,Falkenborg,nei
1030,Brøsetvegen,41,A,Falkenborg,nei
1030,Brøsetvegen,42,A,Falkenborg,nei
1030,Brøsetvegen,42,B,Falkenborg,nei
1030,Brøsetvegen,42,C,Falkenborg,nei
1030,Brøsetvegen,42,D,Falkenborg,nei
1030,Brøsetvegen,43,,Falkenborg,nei
1030,Brøsetvegen,43,A,Falkenborg,nei
1030,Brøsetvegen,43,B,Falkenborg,nei
1030,Brøsetvegen,43,C,Falkenborg,nei
1030,Brøsetvegen,44,,Falkenborg,nei
1030,Brøsetvegen,45,,Falkenborg,nei
1030,Brøsetvegen,45,A,Falkenborg,nei
1030,Brøsetvegen,45,B,Falkenborg,nei
1030,Brøsetvegen,45,C,Falkenborg,nei
1030,Brøsetvegen,46,A,Falkenborg,nei
1030,Brøsetvegen,46,B,Falkenborg,nei
1030,Brøsetvegen,46,C,Falkenborg,nei
1030,Brøsetvegen,47,,Falkenborg,nei
1030,Brøsetvegen,48,,Falkenborg,nei
1030,Brøsetvegen,49,,Falkenborg,nei
1030,Brøsetvegen,5,,Falkenborg,nei
1030,Brøsetvegen,50,A,Falkenborg,nei
1030,Brøsetvegen,50,B,Falkenborg,nei
1030,Brøsetvegen,51,,Falkenborg,nei
1030,Brøsetvegen,52,,Falkenborg,nei
1030,Brøsetvegen,53,,Falkenborg,nei
1030,Brøsetvegen,54,,Falkenborg,nei
1030,Brøsetvegen,55,A,Falkenborg,nei
1030,Brøsetvegen,55,B,Falkenborg,nei
1030,Brøsetvegen,55,C,Falkenborg,nei
1030,Brøsetvegen,55,D,Falkenborg,nei
1030,Brøsetvegen,56,,Falkenborg,nei
1030,Brøsetvegen,57,A,Falkenborg,nei
1030,Brøsetvegen,57,B,Falkenborg,nei
1030,Brøsetvegen,58,,Falkenborg,nei
1030,Brøsetvegen,59,,Falkenborg,nei
1030,Brøsetvegen,6,A,Falkenborg,nei
1030,Brøsetvegen,6,B,Falkenborg,nei
1030,Brøsetvegen,6,C,Falkenborg,nei
1030,Brøsetvegen,6,D,Falkenborg,nei
1030,Brøsetvegen,61,,Falkenborg,nei
1030,Brøsetvegen,62,,Falkenborg,nei
1030,Brøsetvegen,63,,Falkenborg,nei
1030,Brøsetvegen,64,,Falkenborg,nei
1030,Brøsetvegen,65,A,Falkenborg,nei
1030,Brøsetvegen,65,B,Falkenborg,nei
1030,Brøsetvegen,66,,Falkenborg,nei
1030,Brøsetvegen,67,,Falkenborg,nei
1030,Brøsetvegen,67,B,Falkenborg,nei
1030,Brøsetvegen,68,,Falkenborg,nei
1030,Brøsetvegen,69,A,Falkenborg,nei
1030,Brøsetvegen,69,B,Falkenborg,nei
1030,Brøsetvegen,69,C,Falkenborg,nei
1030,Brøsetvegen,7,,Falkenborg,nei
1030,Brøsetvegen,70,,Falkenborg,nei
1030,Brøsetvegen,71,,Falkenborg,nei
1030,Brøsetvegen,72,,Falkenborg,nei
1030,Brøsetvegen,73,,Falkenborg,nei
1030,Brøsetvegen,74,,Falkenborg,nei
1030,Brøsetvegen,75,A,Falkenborg,nei
1030,Brøsetvegen,75,B,Falkenborg,nei
1030,Brøsetvegen,75,C,Falkenborg,nei
1030,Brøsetvegen,75,D,Falkenborg,nei
1030,Brøsetvegen,77,,Blussuvoll,nei
1030,Brøsetvegen,79,,Blussuvoll,nei
1030,Brøsetvegen,81,A,Blussuvoll,nei
1030,Brøsetvegen,81,B,Blussuvoll,nei
1030,Brøsetvegen,83,,Blussuvoll,nei
1030,Brøsetvegen,85,,Blussuvoll,nei
1030,Brøsetvegen,85,B,Blussuvoll,nei
1030,Brøsetvegen,87,,Blussuvoll,nei
1030,Brøsetvegen,89,,Blussuvoll,nei
1030,Brøsetvegen,9,,Falkenborg,nei
1030,Brøsetvegen,95,,Blussuvoll,nei
1030,Brøsetvegen,97,,Blussuvoll,nei
1030,Brøsetvegen,98,,Blussuvoll,nei
1030,Brøsetvegen,99,,Blussuvoll,nei
1412,Brøttemsvegen,1004,,Klæbu,nei
1412,Brøttemsvegen,1006,,Klæbu,nei
1412,Brøttemsvegen,1026,,Klæbu,nei
1412,Brøttemsvegen,1028,,Klæbu,nei
1412,Brøttemsvegen,103,,Rosten,nei
1412,Brøttemsvegen,1040,,Klæbu,nei
1412,Brøttemsvegen,105,,Rosten,nei
1412,Brøttemsvegen,1068,,Klæbu,nei
1412,Brøttemsvegen,107,,Rosten,nei
1412,Brøttemsvegen,1070,,Klæbu,nei
1412,Brøttemsvegen,1084,,Klæbu,nei
1412,Brøttemsvegen,109,,Rosten,nei
1412,Brøttemsvegen,1096,,Klæbu,nei
1412,Brøttemsvegen,1100,,Klæbu,nei
1412,Brøttemsvegen,1101,,Klæbu,nei
1412,Brøttemsvegen,1105,,Klæbu,nei
1412,Brøttemsvegen,1107,,Klæbu,nei
1412,Brøttemsvegen,111,,Rosten,nei
1412,Brøttemsvegen,111,B,Rosten,nei
1412,Brøttemsvegen,1115,,Klæbu,nei
1412,Brøttemsvegen,1117,,Klæbu,nei
1412,Brøttemsvegen,1121,,Klæbu,nei
1412,Brøttemsvegen,1122,,Klæbu,nei
1412,Brøttemsvegen,1123,,Klæbu,nei
1412,Brøttemsvegen,1125,,Klæbu,nei
1412,Brøttemsvegen,1127,,Klæbu,nei
1412,Brøttemsvegen,1129,,Klæbu,nei
1412,Brøttemsvegen,1135,,Klæbu,nei
1412,Brøttemsvegen,1137,,Klæbu,nei
1412,Brøttemsvegen,1141,,Klæbu,nei
1412,Brøttemsvegen,1143,,Klæbu,nei
1412,Brøttemsvegen,1150,,Klæbu,nei
1412,Brøttemsvegen,1152,,Klæbu,nei
1412,Brøttemsvegen,1153,,Klæbu,nei
1412,Brøttemsvegen,1154,,Klæbu,nei
1412,Brøttemsvegen,1156,,Klæbu,nei
1412,Brøttemsvegen,1158,,Klæbu,nei
1412,Brøttemsvegen,1159,,Klæbu,nei
1412,Brøttemsvegen,1160,,Klæbu,nei
1412,Brøttemsvegen,1162,,Klæbu,nei
1412,Brøttemsvegen,117,,Rosten,nei
1412,Brøttemsvegen,117,B,Rosten,nei
1412,Brøttemsvegen,1200,,Klæbu,nei
1412,Brøttemsvegen,123,A,Rosten,nei
1412,Brøttemsvegen,123,B,Rosten,nei
1412,Brøttemsvegen,1240,,Klæbu,nei
1412,Brøttemsvegen,125,,Rosten,nei
1412,Brøttemsvegen,1251,,Klæbu,nei
1412,Brøttemsvegen,127,,Rosten,nei
1412,Brøttemsvegen,129,A,Rosten,nei
1412,Brøttemsvegen,129,B,Rosten,nei
1412,Brøttemsvegen,131,,Rosten,nei
1412,Brøttemsvegen,1334,,Klæbu,nei
1412,Brøttemsvegen,1336,,Klæbu,nei
1412,Brøttemsvegen,1352,,Klæbu,nei
1412,Brøttemsvegen,1354,,Klæbu,nei
1412,Brøttemsvegen,1382,,Klæbu,nei
1412,Brøttemsvegen,1392,,Klæbu,nei
1412,Brøttemsvegen,1398,,Klæbu,nei
1412,Brøttemsvegen,1406,,Klæbu,nei
1412,Brøttemsvegen,1408,,Klæbu,nei
1412,Brøttemsvegen,1446,,Klæbu,nei
1412,Brøttemsvegen,145,,Rosten,nei
1412,Brøttemsvegen,1450,,Klæbu,nei
